OutTemp,RoomTemp,HeatState,HeatStateSince,StartTemp
-0.8,22.8,False,314.0,22.3
-0.9,22.7,False,318.0,22.3
-0.9,22.5,False,328.0,22.3
-0.9,22.5,False,331.0,22.3
-0.8,22.4,False,334.0,22.3
-0.9,22.3,False,338.0,22.3
-0.9,22.3,False,344.0,22.3
-1.0,22.2,False,348.0,22.3
-1.0,22.2,False,349.0,22.3
-1.1,22.2,False,351.0,22.3
-1.2,22.1,False,358.0,22.3
-1.2,22.1,False,361.0,22.3
-1.3,22.0,False,366.0,22.3
-1.5,22.0,False,368.0,22.3
-1.5,22.0,False,371.0,22.3
-1.4,22.0,False,376.0,22.3
-1.5,22.0,False,378.0,22.3
-1.5,21.9,False,387.0,22.3
-1.4,21.9,False,388.0,22.3
-1.4,21.8,False,392.0,22.3
-1.5,21.8,False,394.0,22.3
-1.4,21.8,False,396.0,22.3
-1.5,21.8,False,398.0,22.3
-1.5,21.8,False,408.0,22.3
-1.5,21.7,False,415.0,22.3
-1.6,21.7,False,418.0,22.3
-1.6,21.7,False,428.0,22.3
-1.6,21.7,False,429.0,22.3
-1.5,21.6,False,438.0,22.3
-1.5,21.6,False,447.0,22.3
-1.4,21.6,False,448.0,22.3
-1.4,21.6,False,458.0,22.3
-1.4,21.5,False,460.0,22.3
-1.3,21.5,False,468.0,22.3
-1.3,21.5,False,475.0,22.3
-1.4,21.5,False,478.0,22.3
-1.4,21.5,False,483.0,22.3
-1.5,21.4,False,488.0,22.3
-1.5,21.4,False,491.0,22.3
-1.4,21.4,False,498.0,22.3
-1.4,21.4,False,501.0,22.3
-1.5,21.4,False,504.0,22.3
-1.4,21.4,False,508.0,22.3
-1.4,21.4,False,518.0,22.3
-1.4,21.3,False,528.0,22.3
-1.4,21.3,False,538.0,22.3
-1.4,21.2,False,548.0,22.3
-1.4,21.2,False,556.0,22.3
-1.5,21.2,False,558.0,22.3
-1.5,21.2,False,568.0,22.3
-1.5,21.2,False,569.0,22.3
-1.6,21.2,False,578.0,22.3
-1.6,21.2,False,588.0,22.3
-1.6,21.2,False,590.0,22.3
-1.7,21.1,False,598.0,22.3
-1.7,21.1,False,608.0,22.3
-1.7,21.1,False,618.0,22.3
-1.7,21.1,False,622.0,22.3
-1.6,21.0,False,628.0,22.3
-1.6,21.0,False,638.0,22.3
-1.6,21.0,False,648.0,22.3
-1.6,21.0,False,658.0,22.3
-1.6,21.0,False,668.0,22.3
-1.6,21.0,False,668.0,22.3
-1.7,21.0,False,678.0,22.3
-1.7,20.9,False,688.0,22.3
-1.7,20.9,False,698.0,22.3
-1.7,20.9,False,708.0,22.3
-1.7,20.9,False,711.0,22.3
-1.8,20.8,False,718.0,22.3
-1.8,20.9,False,721.0,22.3
-1.7,20.8,False,723.0,22.3
-1.8,20.8,False,728.0,22.3
-1.8,20.8,False,738.0,22.3
-1.8,20.8,False,748.0,22.3
-1.8,20.8,False,758.0,22.3
-1.8,20.8,True,0.0,20.8
-1.9,20.8,True,1.0,20.8
-1.9,20.8,True,11.0,20.8
-1.9,20.7,True,21.0,20.8
-1.9,20.7,True,31.0,20.8
-1.9,20.7,True,41.0,20.8
-1.9,20.7,True,45.0,20.8
-2.0,20.7,True,51.0,20.8
-2.0,20.7,True,61.0,20.8
-2.0,20.7,True,70.0,20.8
-1.9,20.7,True,71.0,20.8
-1.9,20.7,True,81.0,20.8
-1.9,20.7,True,85.0,20.8
-1.8,20.7,True,88.0,20.8
-1.9,20.8,True,91.0,20.8
-1.9,20.9,True,98.0,20.8
-1.8,20.9,True,101.0,20.8
-1.8,20.9,True,111.0,20.8
-1.8,20.9,True,121.0,20.8
